"Municipality","SchoolOrganiser","Gender","Students","value"
"Trosa","Kommunal","Samtliga","Eligible",128.035
"Trosa","Kommunal","Samtliga","Ineligible",16.965
"Tyresö","Samtliga","Samtliga","Total",649
"Tyresö","Samtliga","Samtliga","Eligible",571.12
"Tyresö","Samtliga","Samtliga","Ineligible",77.88
"Tyresö","Kommunal","Samtliga","Total",489
"Tyresö","Kommunal","Samtliga","Eligible",415.161
"Tyresö","Kommunal","Samtliga","Ineligible",73.839
"Tyresö","Enskild","Samtliga","Total",160
"Tyresö","Enskild","Samtliga","Eligible",160
"Tyresö","Enskild","Samtliga","Ineligible",0
"Täby","Samtliga","Samtliga","Total",1282
"Täby","Samtliga","Samtliga","Eligible",1197.388
"Täby","Samtliga","Samtliga","Ineligible",84.612
"Täby","Kommunal","Samtliga","Total",522
"Täby","Kommunal","Samtliga","Eligible",488.07
"Täby","Kommunal","Samtliga","Ineligible",33.93
"Täby","Enskild","Samtliga","Total",760
"Täby","Enskild","Samtliga","Eligible",709.84
"Täby","Enskild","Samtliga","Ineligible",50.16
"Töreboda","Samtliga","Samtliga","Total",97
"Töreboda","Samtliga","Samtliga","Eligible",73.041
"Töreboda","Samtliga","Samtliga","Ineligible",23.959
"Töreboda","Kommunal","Samtliga","Total",97
"Töreboda","Kommunal","Samtliga","Eligible",73.041
"Töreboda","Kommunal","Samtliga","Ineligible",23.959
"Uddevalla","Samtliga","Samtliga","Total",629
"Uddevalla","Samtliga","Samtliga","Eligible",517.038
"Uddevalla","Samtliga","Samtliga","Ineligible",111.962
"Uddevalla","Kommunal","Samtliga","Total",528
"Uddevalla","Kommunal","Samtliga","Eligible",428.736
"Uddevalla","Kommunal","Samtliga","Ineligible",99.264
"Uddevalla","Enskild","Samtliga","Total",101
"Uddevalla","Enskild","Samtliga","Eligible",87.971
"Uddevalla","Enskild","Samtliga","Ineligible",13.029
"Ulricehamn","Samtliga","Samtliga","Total",273
"Ulricehamn","Samtliga","Samtliga","Eligible",218.946
"Ulricehamn","Samtliga","Samtliga","Ineligible",54.054
"Ulricehamn","Kommunal","Samtliga","Total",273
"Ulricehamn","Kommunal","Samtliga","Eligible",218.946
"Ulricehamn","Kommunal","Samtliga","Ineligible",54.054
"Umeå","Samtliga","Samtliga","Total",1309
"Umeå","Samtliga","Samtliga","Eligible",1165.01
"Umeå","Samtliga","Samtliga","Ineligible",143.99
"Umeå","Kommunal","Samtliga","Total",993
"Umeå","Kommunal","Samtliga","Eligible",870.861
"Umeå","Kommunal","Samtliga","Ineligible",122.139
"Umeå","Enskild","Samtliga","Total",316
"Umeå","Enskild","Samtliga","Eligible",293.88
"Umeå","Enskild","Samtliga","Ineligible",22.12
"Upplands Väsby","Samtliga","Samtliga","Total",473
"Upplands Väsby","Samtliga","Samtliga","Eligible",409.145
"Upplands Väsby","Samtliga","Samtliga","Ineligible",63.855
"Upplands Väsby","Kommunal","Samtliga","Total",241
"Upplands Väsby","Kommunal","Samtliga","Eligible",196.897
"Upplands Väsby","Kommunal","Samtliga","Ineligible",44.103
"Upplands Väsby","Enskild","Samtliga","Total",232
"Upplands Väsby","Enskild","Samtliga","Eligible",212.048
"Upplands Väsby","Enskild","Samtliga","Ineligible",19.952
"Upplands-Bro","Samtliga","Samtliga","Total",336
"Upplands-Bro","Samtliga","Samtliga","Eligible",289.968
"Upplands-Bro","Samtliga","Samtliga","Ineligible",46.032
"Upplands-Bro","Kommunal","Samtliga","Total",312
"Upplands-Bro","Kommunal","Samtliga","Eligible",269.88
"Upplands-Bro","Kommunal","Samtliga","Ineligible",42.12
"Upplands-Bro","Enskild","Samtliga","Total",24
"Upplands-Bro","Enskild","Samtliga","Eligible",24
"Upplands-Bro","Enskild","Samtliga","Ineligible",0
"Uppsala","Samtliga","Samtliga","Total",2426
"Uppsala","Samtliga","Samtliga","Eligible",2113.046
"Uppsala","Samtliga","Samtliga","Ineligible",312.954
"Uppsala","Kommunal","Samtliga","Total",1598
"Uppsala","Kommunal","Samtliga","Eligible",1345.516
"Uppsala","Kommunal","Samtliga","Ineligible",252.484
"Uppsala","Enskild","Samtliga","Total",828
"Uppsala","Enskild","Samtliga","Eligible",768.384
"Uppsala","Enskild","Samtliga","Ineligible",59.616
"Uppvidinge","Samtliga","Samtliga","Total",128
"Uppvidinge","Samtliga","Samtliga","Eligible",89.984
"Uppvidinge","Samtliga","Samtliga","Ineligible",38.016
"Uppvidinge","Kommunal","Samtliga","Total",128
"Uppvidinge","Kommunal","Samtliga","Eligible",89.984
"Uppvidinge","Kommunal","Samtliga","Ineligible",38.016
"Vadstena","Samtliga","Samtliga","Total",93
"Vadstena","Samtliga","Samtliga","Eligible",93
"Vadstena","Samtliga","Samtliga","Ineligible",0
"Vadstena","Kommunal","Samtliga","Total",93
"Vadstena","Kommunal","Samtliga","Eligible",93
"Vadstena","Kommunal","Samtliga","Ineligible",0
"Vaggeryd","Samtliga","Samtliga","Total",179
"Vaggeryd","Samtliga","Samtliga","Eligible",141.947
"Vaggeryd","Samtliga","Samtliga","Ineligible",37.053
"Vaggeryd","Kommunal","Samtliga","Total",179
"Vaggeryd","Kommunal","Samtliga","Eligible",141.947
"Vaggeryd","Kommunal","Samtliga","Ineligible",37.053
"Valdemarsvik","Samtliga","Samtliga","Total",59
"Valdemarsvik","Samtliga","Samtliga","Eligible",48.026
"Valdemarsvik","Samtliga","Samtliga","Ineligible",10.974
"Valdemarsvik","Kommunal","Samtliga","Total",59
"Valdemarsvik","Kommunal","Samtliga","Eligible",48.026
"Valdemarsvik","Kommunal","Samtliga","Ineligible",10.974
"Vallentuna","Samtliga","Samtliga","Total",381
"Vallentuna","Samtliga","Samtliga","Eligible",342.9
"Vallentuna","Samtliga","Samtliga","Ineligible",38.1
"Vallentuna","Kommunal","Samtliga","Total",272
"Vallentuna","Kommunal","Samtliga","Eligible",242.896
"Vallentuna","Kommunal","Samtliga","Ineligible",29.104
"Vallentuna","Enskild","Samtliga","Total",109
"Vallentuna","Enskild","Samtliga","Eligible",109
"Vallentuna","Enskild","Samtliga","Ineligible",0
"Vansbro","Samtliga","Samtliga","Total",61
"Vansbro","Samtliga","Samtliga","Eligible",43.005
"Vansbro","Samtliga","Samtliga","Ineligible",17.995
"Vansbro","Kommunal","Samtliga","Total",61
"Vansbro","Kommunal","Samtliga","Eligible",43.005
"Vansbro","Kommunal","Samtliga","Ineligible",17.995
"Vara","Samtliga","Samtliga","Total",191
"Vara","Samtliga","Samtliga","Eligible",156.047
"Vara","Samtliga","Samtliga","Ineligible",34.953
"Vara","Kommunal","Samtliga","Total",191
"Vara","Kommunal","Samtliga","Eligible",156.047
"Vara","Kommunal","Samtliga","Ineligible",34.953
"Varberg","Samtliga","Samtliga","Total",730
"Varberg","Samtliga","Samtliga","Eligible",646.78
"Varberg","Samtliga","Samtliga","Ineligible",83.22
"Varberg","Kommunal","Samtliga","Total",680
"Varberg","Kommunal","Samtliga","Eligible",603.16
"Varberg","Kommunal","Samtliga","Ineligible",76.84
"Varberg","Enskild","Samtliga","Total",50
"Varberg","Enskild","Samtliga","Eligible",50
"Varberg","Enskild","Samtliga","Ineligible",0
"Vaxholm","Samtliga","Samtliga","Total",134
"Vaxholm","Samtliga","Samtliga","Eligible",134
"Vaxholm","Samtliga","Samtliga","Ineligible",0
"Vaxholm","Kommunal","Samtliga","Total",134
"Vaxholm","Kommunal","Samtliga","Eligible",134
"Vaxholm","Kommunal","Samtliga","Ineligible",0
"Vellinge","Samtliga","Samtliga","Total",521
"Vellinge","Samtliga","Samtliga","Eligible",490.782
"Vellinge","Samtliga","Samtliga","Ineligible",30.218
"Vellinge","Kommunal","Samtliga","Total",361
"Vellinge","Kommunal","Samtliga","Eligible",337.896
"Vellinge","Kommunal","Samtliga","Ineligible",23.104
"Vellinge","Enskild","Samtliga","Total",160
"Vellinge","Enskild","Samtliga","Eligible",160
"Vellinge","Enskild","Samtliga","Ineligible",0
"Vetlanda","Samtliga","Samtliga","Total",292
"Vetlanda","Samtliga","Samtliga","Eligible",228.928
"Vetlanda","Samtliga","Samtliga","Ineligible",63.072
"Vetlanda","Kommunal","Samtliga","Total",280
"Vetlanda","Kommunal","Samtliga","Eligible",220.92
"Vetlanda","Kommunal","Samtliga","Ineligible",59.08
"Vetlanda","Enskild","Samtliga","Total",12
"Vetlanda","Enskild","Samtliga","Eligible",12
"Vetlanda","Enskild","Samtliga","Ineligible",0
"Vilhelmina","Samtliga","Samtliga","Total",80
"Vilhelmina","Samtliga","Samtliga","Eligible",66.96
"Vilhelmina","Samtliga","Samtliga","Ineligible",13.04
"Vilhelmina","Kommunal","Samtliga","Total",73
"Vilhelmina","Kommunal","Samtliga","Eligible",61.028
"Vilhelmina","Kommunal","Samtliga","Ineligible",11.972
"Vilhelmina","Enskild","Samtliga","Total",0
"Vilhelmina","Enskild","Samtliga","Eligible",0
"Vilhelmina","Enskild","Samtliga","Ineligible",0
"Vimmerby","Samtliga","Samtliga","Total",185
"Vimmerby","Samtliga","Samtliga","Eligible",157.99
"Vimmerby","Samtliga","Samtliga","Ineligible",27.01
"Vimmerby","Kommunal","Samtliga","Total",185
"Vimmerby","Kommunal","Samtliga","Eligible",157.99
"Vimmerby","Kommunal","Samtliga","Ineligible",27.01
"Vindeln","Samtliga","Samtliga","Total",53
"Vindeln","Samtliga","Samtliga","Eligible",42.983
"Vindeln","Samtliga","Samtliga","Ineligible",10.017
"Vindeln","Kommunal","Samtliga","Total",53
"Vindeln","Kommunal","Samtliga","Eligible",42.983
"Vindeln","Kommunal","Samtliga","Ineligible",10.017
"Vingåker","Samtliga","Samtliga","Total",94
"Vingåker","Samtliga","Samtliga","Eligible",54.99
"Vingåker","Samtliga","Samtliga","Ineligible",39.01
"Vingåker","Kommunal","Samtliga","Total",94
"Vingåker","Kommunal","Samtliga","Eligible",54.99
"Vingåker","Kommunal","Samtliga","Ineligible",39.01
"Vårgårda","Samtliga","Samtliga","Total",108
"Vårgårda","Samtliga","Samtliga","Eligible",84.996
"Vårgårda","Samtliga","Samtliga","Ineligible",23.004
"Vårgårda","Kommunal","Samtliga","Total",108
"Vårgårda","Kommunal","Samtliga","Eligible",84.996
"Vårgårda","Kommunal","Samtliga","Ineligible",23.004
"Vänersborg","Samtliga","Samtliga","Total",468
"Vänersborg","Samtliga","Samtliga","Eligible",364.104
"Vänersborg","Samtliga","Samtliga","Ineligible",103.896
"Vänersborg","Kommunal","Samtliga","Total",393
"Vänersborg","Kommunal","Samtliga","Eligible",291.999
"Vänersborg","Kommunal","Samtliga","Ineligible",101.001
"Vänersborg","Enskild","Samtliga","Total",75
"Vänersborg","Enskild","Samtliga","Eligible",75
"Vänersborg","Enskild","Samtliga","Ineligible",0
"Vännäs","Samtliga","Samtliga","Total",101
"Vännäs","Samtliga","Samtliga","Eligible",77.972
"Vännäs","Samtliga","Samtliga","Ineligible",23.028
"Vännäs","Kommunal","Samtliga","Total",101
"Vännäs","Kommunal","Samtliga","Eligible",77.972
"Vännäs","Kommunal","Samtliga","Ineligible",23.028
"Värmdö","Samtliga","Samtliga","Total",496
"Värmdö","Samtliga","Samtliga","Eligible",447.888
"Värmdö","Samtliga","Samtliga","Ineligible",48.112
"Värmdö","Kommunal","Samtliga","Total",447
"Värmdö","Kommunal","Samtliga","Eligible",400.065
"Värmdö","Kommunal","Samtliga","Ineligible",46.935
"Värmdö","Enskild","Samtliga","Total",49
"Värmdö","Enskild","Samtliga","Eligible",49
"Värmdö","Enskild","Samtliga","Ineligible",0
"Värnamo","Samtliga","Samtliga","Total",409
"Värnamo","Samtliga","Samtliga","Eligible",321.065
"Värnamo","Samtliga","Samtliga","Ineligible",87.935
"Värnamo","Kommunal","Samtliga","Total",409
"Värnamo","Kommunal","Samtliga","Eligible",321.065
"Värnamo","Kommunal","Samtliga","Ineligible",87.935
"Västervik","Samtliga","Samtliga","Total",394
"Västervik","Samtliga","Samtliga","Eligible",341.992
"Västervik","Samtliga","Samtliga","Ineligible",52.008
"Västervik","Kommunal","Samtliga","Total",336
"Västervik","Kommunal","Samtliga","Eligible",299.04
"Västervik","Kommunal","Samtliga","Ineligible",36.96
"Västervik","Enskild","Samtliga","Total",58
"Västervik","Enskild","Samtliga","Eligible",42.978
"Västervik","Enskild","Samtliga","Ineligible",15.022
"Västerås","Samtliga","Samtliga","Total",1730
"Västerås","Samtliga","Samtliga","Eligible",1444.55
"Västerås","Samtliga","Samtliga","Ineligible",285.45
"Västerås","Kommunal","Samtliga","Total",1072
"Västerås","Kommunal","Samtliga","Eligible",840.448
"Västerås","Kommunal","Samtliga","Ineligible",231.552
"Västerås","Enskild","Samtliga","Total",658
"Västerås","Enskild","Samtliga","Eligible",604.702
"Västerås","Enskild","Samtliga","Ineligible",53.298
"Växjö","Samtliga","Samtliga","Total",1087
"Växjö","Samtliga","Samtliga","Eligible",900.036
"Växjö","Samtliga","Samtliga","Ineligible",186.964
"Växjö","Kommunal","Samtliga","Total",882
"Växjö","Kommunal","Samtliga","Eligible",709.128
"Växjö","Kommunal","Samtliga","Ineligible",172.872
"Växjö","Enskild","Samtliga","Total",205
"Växjö","Enskild","Samtliga","Eligible",191.06
"Växjö","Enskild","Samtliga","Ineligible",13.94
"Ydre","Samtliga","Samtliga","Total",30
"Ydre","Samtliga","Samtliga","Eligible",30
"Ydre","Samtliga","Samtliga","Ineligible",0
"Ydre","Kommunal","Samtliga","Total",30
"Ydre","Kommunal","Samtliga","Eligible",30
"Ydre","Kommunal","Samtliga","Ineligible",0
"Ystad","Samtliga","Samtliga","Total",392
"Ystad","Samtliga","Samtliga","Eligible",350.056
"Ystad","Samtliga","Samtliga","Ineligible",41.944
"Ystad","Kommunal","Samtliga","Total",301
"Ystad","Kommunal","Samtliga","Eligible",266.987
"Ystad","Kommunal","Samtliga","Ineligible",34.013
"Ystad","Enskild","Samtliga","Total",91
"Ystad","Enskild","Samtliga","Eligible",91
"Ystad","Enskild","Samtliga","Ineligible",0
"Åmål","Samtliga","Samtliga","Total",134
"Åmål","Samtliga","Samtliga","Eligible",110.952
"Åmål","Samtliga","Samtliga","Ineligible",23.048
"Åmål","Kommunal","Samtliga","Total",134
"Åmål","Kommunal","Samtliga","Eligible",110.952
"Åmål","Kommunal","Samtliga","Ineligible",23.048
"Ånge","Samtliga","Samtliga","Total",92
"Ånge","Samtliga","Samtliga","Eligible",70.012
"Ånge","Samtliga","Samtliga","Ineligible",21.988
"Ånge","Kommunal","Samtliga","Total",79
"Ånge","Kommunal","Samtliga","Eligible",59.013
"Ånge","Kommunal","Samtliga","Ineligible",19.987
"Ånge","Enskild","Samtliga","Total",13
"Ånge","Enskild","Samtliga","Eligible",13
"Ånge","Enskild","Samtliga","Ineligible",0
"Åre","Samtliga","Samtliga","Total",127
"Åre","Samtliga","Samtliga","Eligible",100.965
"Åre","Samtliga","Samtliga","Ineligible",26.035
"Åre","Kommunal","Samtliga","Total",127
"Åre","Kommunal","Samtliga","Eligible",100.965
"Åre","Kommunal","Samtliga","Ineligible",26.035
"Årjäng","Samtliga","Samtliga","Total",110
"Årjäng","Samtliga","Samtliga","Eligible",92.95
"Årjäng","Samtliga","Samtliga","Ineligible",17.05
"Årjäng","Kommunal","Samtliga","Total",110
"Årjäng","Kommunal","Samtliga","Eligible",92.95
"Årjäng","Kommunal","Samtliga","Ineligible",17.05
"Åsele","Samtliga","Samtliga","Total",34
"Åsele","Samtliga","Samtliga","Eligible",34
"Åsele","Samtliga","Samtliga","Ineligible",0
"Åsele","Kommunal","Samtliga","Total",34
"Åsele","Kommunal","Samtliga","Eligible",34
"Åsele","Kommunal","Samtliga","Ineligible",0
"Åstorp","Samtliga","Samtliga","Total",170
"Åstorp","Samtliga","Samtliga","Eligible",136
"Åstorp","Samtliga","Samtliga","Ineligible",34
"Åstorp","Kommunal","Samtliga","Total",170
"Åstorp","Kommunal","Samtliga","Eligible",136
"Åstorp","Kommunal","Samtliga","Ineligible",34
"Åtvidaberg","Samtliga","Samtliga","Total",120
"Åtvidaberg","Samtliga","Samtliga","Eligible",99.96
"Åtvidaberg","Samtliga","Samtliga","Ineligible",20.04
"Åtvidaberg","Kommunal","Samtliga","Total",120
"Åtvidaberg","Kommunal","Samtliga","Eligible",99.96
"Åtvidaberg","Kommunal","Samtliga","Ineligible",20.04
"Älmhult","Samtliga","Samtliga","Total",196
"Älmhult","Samtliga","Samtliga","Eligible",156.212
"Älmhult","Samtliga","Samtliga","Ineligible",39.788
"Älmhult","Kommunal","Samtliga","Total",151
"Älmhult","Kommunal","Samtliga","Eligible",120.196
"Älmhult","Kommunal","Samtliga","Ineligible",30.804
"Älmhult","Enskild","Samtliga","Total",45
"Älmhult","Enskild","Samtliga","Eligible",45
"Älmhult","Enskild","Samtliga","Ineligible",0
"Älvdalen","Samtliga","Samtliga","Total",85
"Älvdalen","Samtliga","Samtliga","Eligible",85
"Älvdalen","Samtliga","Samtliga","Ineligible",0
"Älvdalen","Kommunal","Samtliga","Total",85
"Älvdalen","Kommunal","Samtliga","Eligible",85
"Älvdalen","Kommunal","Samtliga","Ineligible",0
"Älvkarleby","Samtliga","Samtliga","Total",107
"Älvkarleby","Samtliga","Samtliga","Eligible",81.962
"Älvkarleby","Samtliga","Samtliga","Ineligible",25.038
"Älvkarleby","Kommunal","Samtliga","Total",78
"Älvkarleby","Kommunal","Samtliga","Eligible",63.024
"Älvkarleby","Kommunal","Samtliga","Ineligible",14.976
"Älvkarleby","Enskild","Samtliga","Total",29
"Älvkarleby","Enskild","Samtliga","Eligible",18.995
"Älvkarleby","Enskild","Samtliga","Ineligible",10.005
"Älvsbyn","Samtliga","Samtliga","Total",109
"Älvsbyn","Samtliga","Samtliga","Eligible",109
"Älvsbyn","Samtliga","Samtliga","Ineligible",0
"Älvsbyn","Kommunal","Samtliga","Total",109
"Älvsbyn","Kommunal","Samtliga","Eligible",109
"Älvsbyn","Kommunal","Samtliga","Ineligible",0
"Ängelholm","Samtliga","Samtliga","Total",487
"Ängelholm","Samtliga","Samtliga","Eligible",401.775
"Ängelholm","Samtliga","Samtliga","Ineligible",85.225
"Ängelholm","Kommunal","Samtliga","Total",487
"Ängelholm","Kommunal","Samtliga","Eligible",401.775
"Ängelholm","Kommunal","Samtliga","Ineligible",85.225
"Öckerö","Samtliga","Samtliga","Total",161
"Öckerö","Samtliga","Samtliga","Eligible",161
"Öckerö","Samtliga","Samtliga","Ineligible",0
"Öckerö","Kommunal","Samtliga","Total",161
"Öckerö","Kommunal","Samtliga","Eligible",161
"Öckerö","Kommunal","Samtliga","Ineligible",0
"Ödeshög","Samtliga","Samtliga","Total",52
"Ödeshög","Samtliga","Samtliga","Eligible",42.016
"Ödeshög","Samtliga","Samtliga","Ineligible",9.984
"Ödeshög","Kommunal","Samtliga","Total",52
"Ödeshög","Kommunal","Samtliga","Eligible",42.016
"Ödeshög","Kommunal","Samtliga","Ineligible",9.984
"Örebro","Samtliga","Samtliga","Total",1699
"Örebro","Samtliga","Samtliga","Eligible",1381.287
"Örebro","Samtliga","Samtliga","Ineligible",317.713
"Örebro","Kommunal","Samtliga","Total",1272
"Örebro","Kommunal","Samtliga","Eligible",987.072
"Örebro","Kommunal","Samtliga","Ineligible",284.928
"Örebro","Enskild","Samtliga","Total",427
"Örebro","Enskild","Samtliga","Eligible",394.975
"Örebro","Enskild","Samtliga","Ineligible",32.025
"Örkelljunga","Samtliga","Samtliga","Total",108
"Örkelljunga","Samtliga","Samtliga","Eligible",73.98
"Örkelljunga","Samtliga","Samtliga","Ineligible",34.02
"Örkelljunga","Kommunal","Samtliga","Total",100
"Örkelljunga","Kommunal","Samtliga","Eligible",70
"Örkelljunga","Kommunal","Samtliga","Ineligible",30
"Örkelljunga","Enskild","Samtliga","Total",0
"Örkelljunga","Enskild","Samtliga","Eligible",0
"Örkelljunga","Enskild","Samtliga","Ineligible",0
"Örnsköldsvik","Samtliga","Samtliga","Total",582
"Örnsköldsvik","Samtliga","Samtliga","Eligible",478.986
"Örnsköldsvik","Samtliga","Samtliga","Ineligible",103.014
"Örnsköldsvik","Kommunal","Samtliga","Total",568
"Örnsköldsvik","Kommunal","Samtliga","Eligible",469.736
"Örnsköldsvik","Kommunal","Samtliga","Ineligible",98.264
"Örnsköldsvik","Enskild","Samtliga","Total",14
"Örnsköldsvik","Enskild","Samtliga","Eligible",14
"Örnsköldsvik","Enskild","Samtliga","Ineligible",0
"Östersund","Samtliga","Samtliga","Total",663
"Östersund","Samtliga","Samtliga","Eligible",582.114
"Östersund","Samtliga","Samtliga","Ineligible",80.886
"Östersund","Kommunal","Samtliga","Total",539
"Östersund","Kommunal","Samtliga","Eligible",465.157
"Östersund","Kommunal","Samtliga","Ineligible",73.843
"Östersund","Enskild","Samtliga","Total",124
"Östersund","Enskild","Samtliga","Eligible",124
"Östersund","Enskild","Samtliga","Ineligible",0
"Österåker","Samtliga","Samtliga","Total",514
"Österåker","Samtliga","Samtliga","Eligible",470.824
"Österåker","Samtliga","Samtliga","Ineligible",43.176
